"model_id","reference_date","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"Huan-XGBoost",2026-03-07,1341.29956521739,1851.66666666667,0,1,3
"Huan-XGBoost",2026-03-14,1717.9068115942,2458.66666666667,0,1,3
"Huan-XGBoost",2026-03-21,1401.25637681159,1998.33333333333,0,1,3
"Huan-XGBoost",2026-03-28,250.811739130435,174,0.333333333333333,1,3
"Huan-XGBoost",2026-04-04,421.836376811594,545,0,1,3
"Huan-XGBoost",2026-04-11,108.991449275362,48.3333333333333,0.666666666666667,1,3
"Huan-XGBoost",2026-04-18,119.409565217391,97,0,1,3
"Huan-XGBoost",2026-04-25,188.010289855072,191.666666666667,0,1,3
"Huan-XGBoost",2026-05-02,108.774782608696,75,0.666666666666667,1,3
"Huan-XGBoost",2026-05-09,126.995797101449,38.6666666666667,1,1,3
"Huan-XGBoost",2026-05-16,130.503768115942,117,1,1,3
"Huan-XGBoostWW",2025-09-27,146.764057971014,168.333333333333,0.333333333333333,1,3
"Huan-XGBoostWW",2025-10-04,170.897391304348,226.333333333333,0.666666666666667,1,3
"Huan-XGBoostWW",2025-10-11,139.597101449275,193,0.666666666666667,1,3
"Huan-XGBoostWW",2025-10-18,216.792753623188,241.666666666667,0.666666666666667,1,3
"Huan-XGBoostWW",2025-10-25,408.440579710145,666.666666666667,0.666666666666667,1,3
"Huan-XGBoostWW",2025-11-01,877.424637681159,1335.33333333333,0,1,3
"Huan-XGBoostWW",2025-11-08,844.664492753623,1240.66666666667,0,1,3
"Huan-XGBoostWW",2025-11-15,1280.36115942029,1830,0,1,3
"Huan-XGBoostWW",2025-11-22,1112.48869565217,1897.66666666667,0,1,3
"Huan-XGBoostWW",2025-11-29,1545.99811594203,2257.33333333333,0.666666666666667,1,3
"Huan-XGBoostWW",2025-12-06,3908.77275362319,5556,0.666666666666667,0.666666666666667,3
"Huan-XGBoostWW",2025-12-13,8253.41072463768,12479,0,0.333333333333333,3
"Huan-XGBoostWW",2025-12-20,5933.51086956522,7765.33333333333,0.333333333333333,0.666666666666667,3
"Huan-XGBoostWW",2025-12-27,7121.53956521739,12278,0,1,3
"Huan-XGBoostWW",2026-01-03,7509.17173913043,14183,0,1,3
"Huan-XGBoostWW",2026-01-10,1985.72463768116,2321.66666666667,1,1,3
"Huan-XGBoostWW",2026-01-17,4732.45420289855,7026.33333333333,0,1,3
"Huan-XGBoostWW",2026-01-24,1891.50579710145,2870.66666666667,0.333333333333333,1,3
"Huan-XGBoostWW",2026-01-31,1686.26710144928,2632.33333333333,0.666666666666667,1,3
"Huan-XGBoostWW",2026-02-07,1011.34260869565,848.333333333333,1,1,3
"Huan-XGBoostWW",2026-02-14,1173.94333333333,1871.33333333333,0.333333333333333,1,3
"Huan-XGBoostWW",2026-02-21,942.328695652174,1275,0.333333333333333,1,3
"Huan-XGBoostWW",2026-02-28,623.227101449275,752.333333333333,0.333333333333333,1,3
"Huan-XGBoostWW",2026-03-07,802.817826086956,1223.33333333333,0.333333333333333,1,3
"Huan-XGBoostWW",2026-03-14,1075.16637681159,1507.66666666667,0.333333333333333,1,3
"Huan-XGBoostWW",2026-03-21,1155.81275362319,1661.66666666667,0,1,3
"Huan-XGBoostWW",2026-03-28,263.820724637681,254.333333333333,0.666666666666667,1,3
"Huan-XGBoostWW",2026-04-04,405.874347826087,508.333333333333,0,1,3
"Huan-XGBoostWW",2026-04-11,141.062753623188,79.3333333333333,1,1,3
"Huan-XGBoostWW",2026-04-18,133.05115942029,95.3333333333333,0,1,3
"Huan-XGBoostWW",2026-04-25,192.058405797101,175.666666666667,0.333333333333333,1,3
"Huan-XGBoostWW",2026-05-02,129.786666666667,64.3333333333333,0.666666666666667,1,3
"Huan-XGBoostWW",2026-05-09,151.646086956522,87.3333333333333,1,1,3
"Huan-XGBoostWW",2026-05-16,151.334492753623,113.333333333333,1,1,3
"OMI-ARIMA",2025-09-27,554.390724637681,158.333333333333,1,1,3
"OMI-ARIMA",2025-10-04,516.644782608696,242,1,1,3
"OMI-ARIMA",2025-10-11,537.35,158.333333333333,1,1,3
"OMI-ARIMA",2025-10-18,558.213623188406,227,1,1,3
"OMI-ARIMA",2025-10-25,597.597246376812,668.666666666667,1,1,3
"OMI-ARIMA",2025-11-01,712.363043478261,1119.66666666667,1,1,3
"OMI-ARIMA",2025-11-08,905.367101449275,1605.33333333333,1,1,3
"OMI-ARIMA",2025-11-15,1273.30014492754,2420.33333333333,0.666666666666667,1,3
"OMI-ARIMA",2025-11-22,1950.09115942029,3542,0.333333333333333,1,3
"OMI-ARIMA",2025-11-29,4713.48608695652,6802,0,0.666666666666667,3
"OMI-ARIMA",2025-12-06,11838.2428985507,14251.3333333333,0,0.333333333333333,3
"OMI-ARIMA",2025-12-13,17256.9286956522,19754.3333333333,0,0,3
"OMI-ARIMA",2025-12-20,6221.75623188406,7423.33333333333,0.333333333333333,0.333333333333333,3
"OMI-ARIMA",2025-12-27,21976.9792753623,24722,0,0,3
"OMI-ARIMA",2026-01-03,15205.2520289855,18002,0,0,3
"OMI-ARIMA",2026-01-10,1382.46405797101,2265.33333333333,0.666666666666667,1,3
"OMI-ARIMA",2026-01-17,3513.63782608696,5944.33333333333,0,1,3
"OMI-ARIMA",2026-01-24,1210.52376811594,1336.66666666667,0.666666666666667,1,3
"OMI-ARIMA",2026-01-31,2197.77391304348,3687.33333333333,0.333333333333333,1,3
"OMI-ARIMA",2026-02-07,2438.92826086957,4341.66666666667,0.333333333333333,1,3
"OMI-ARIMA",2026-02-14,3089.38057971014,5408.33333333333,0,1,3
"OMI-ARIMA",2026-02-21,1164.07,1815,1,1,3
"OMI-ARIMA",2026-02-28,1256.97144927536,2105.33333333333,1,1,3
"OMI-ARIMA",2026-03-07,2726.79391304348,4906,0,1,3
"OMI-ARIMA",2026-03-14,968.61347826087,1300,1,1,3
"OMI-ARIMA",2026-03-21,1527.23782608696,2846.33333333333,0.333333333333333,1,3
"OMI-ARIMA",2026-03-28,732.339130434783,576,1,1,3
"OMI-ARIMA",2026-04-04,1010.68101449275,1566.33333333333,1,1,3
"OMI-ARIMA",2026-04-11,656.852463768116,648,1,1,3
"OMI-ARIMA",2026-04-18,755.61884057971,640.666666666667,1,1,3
"OMI-ARIMA",2026-04-25,680.348985507246,287.333333333333,1,1,3
"OMI-ARIMA",2026-05-02,636.897391304348,71.3333333333333,1,1,3
"OMI-ARIMA",2026-05-09,649.026231884058,225,1,1,3
"OMI-ARIMA",2026-05-16,629.874347826087,192.333333333333,1,1,3
"Yiwen-ARIMA",2025-09-27,554.397116918243,158.216358119147,1,1,3
"Yiwen-ARIMA",2025-10-04,516.672002156074,242.058756249826,1,1,3
"Yiwen-ARIMA",2025-10-11,537.349000016163,158.451182799827,1,1,3
"Yiwen-ARIMA",2025-10-18,558.208014952944,226.69807697035,1,1,3
"Yiwen-ARIMA",2025-10-25,597.619889376504,668.96529336339,1,1,3
"Yiwen-ARIMA",2025-11-01,712.363191713854,1119.35854694705,1,1,3
"Yiwen-ARIMA",2025-11-08,905.365454115272,1605.52294221008,1,1,3
"Yiwen-ARIMA",2025-11-15,1273.27381069581,2420.2091951642,0.666666666666667,1,3
"Yiwen-ARIMA",2025-11-22,1950.11332684263,3541.83721920584,0.333333333333333,1,3
"Yiwen-ARIMA",2025-11-29,4713.48470185033,6802.16393437077,0,0.666666666666667,3
"Yiwen-ARIMA",2025-12-06,11838.2681302037,14251.6852050607,0,0.333333333333333,3
"Yiwen-ARIMA",2025-12-13,17256.9677295483,19754.3292725039,0,0,3
"Yiwen-ARIMA",2025-12-20,6221.69817423231,7423.1726506533,0.333333333333333,0.333333333333333,3
"Yiwen-ARIMA",2025-12-27,21976.9841375535,24722.2017367999,0,0,3
"Yiwen-ARIMA",2026-01-03,15205.3654186733,18002.248516281,0,0,3
"Yiwen-ARIMA",2026-01-10,1382.44851803664,2265.04414683745,0.666666666666667,1,3
"Yiwen-ARIMA",2026-01-17,3513.68247611915,5944.43122432138,0,1,3
"Yiwen-ARIMA",2026-01-24,1210.53759012466,1336.78005903022,0.666666666666667,1,3
"Yiwen-ARIMA",2026-01-31,2197.72647333983,3687.00802320431,0.333333333333333,1,3
"Yiwen-ARIMA",2026-02-07,2438.94203238724,4341.43875419779,0.333333333333333,1,3
"Yiwen-ARIMA",2026-02-14,3089.39251761728,5408.61151906835,0,1,3
"Yiwen-ARIMA",2026-02-21,1164.07323898704,1814.91401757879,1,1,3
"Yiwen-ARIMA",2026-02-28,1256.99068097834,2105.49732266331,1,1,3
"Yiwen-ARIMA",2026-03-07,2726.77506845048,4906.14505701862,0,1,3
"Yiwen-ARIMA",2026-03-14,968.636787566359,1300.06071437275,1,1,3
"Yiwen-ARIMA",2026-03-21,1527.22137862175,2846.25963611179,0.333333333333333,1,3
"Yiwen-ARIMA",2026-03-28,732.335267856184,575.940464599092,1,1,3
"Yiwen-ARIMA",2026-04-04,1010.67795540302,1566.24706070145,1,1,3
"Yiwen-ARIMA",2026-04-11,656.841938228421,647.828451962103,1,1,3
"Yiwen-ARIMA",2026-04-18,755.659522627573,640.761204945665,1,1,3
"Yiwen-ARIMA",2026-04-25,680.356058666828,287.242402853013,1,1,3
"Yiwen-ARIMA",2026-05-02,636.903965547178,71.381172000755,1,1,3
"Yiwen-ARIMA",2026-05-09,649.005377215602,225.144364741565,1,1,3
"Yiwen-ARIMA",2026-05-16,629.884265651722,192.125788176562,1,1,3
"cc-XGBHybrid",2025-09-27,267.412028985507,433.666666666667,0.333333333333333,1,3
